time,type,orderID,size,price,direction,askPrice,askSize,bidPrice,bidSize
34250.14513,1,18291275,10,2239000,1,2244200,100,2239000,10
34250.14717,3,18291275,10,2239000,1,2244200,100,2238600,100
34250.14729,1,18291334,10,2239100,1,2244200,100,2239100,10
34250.16205,3,18291334,10,2239100,1,2244200,100,2238600,100
34250.16216,1,18291715,10,2239200,1,2244200,100,2239200,10
34250.16633,3,18291715,10,2239200,1,2244200,100,2238600,100
34250.16644,1,18291916,10,2239000,1,2244200,100,2239000,10
34250.16862,3,18291916,10,2239000,1,2244200,100,2238600,100
34250.16872,1,18291991,10,2239100,1,2244200,100,2239100,10
34250.19258,3,18291991,10,2239100,1,2244200,100,2238600,100
34250.19274,1,18292501,10,2239200,1,2244200,100,2239200,10
34250.19633,3,18292501,10,2239200,1,2244200,100,2238600,100
34250.19645,1,18292582,10,2239000,1,2244200,100,2239000,10
34250.19882,3,18292582,10,2239000,1,2244200,100,2238600,100
34250.19894,1,18292645,10,2239100,1,2244200,100,2239100,10
34250.51551,3,18292645,10,2239100,1,2244200,100,2238600,100
34250.51564,1,18298729,10,2239200,1,2244200,100,2239200,10
34250.5193,3,18298729,10,2239200,1,2244200,100,2238600,100
34250.51942,1,18298826,10,2239000,1,2244200,100,2239000,10
34250.52191,3,18298826,10,2239000,1,2244200,100,2238600,100
34250.52202,1,18298903,10,2239100,1,2244200,100,2239100,10
34251.91813,3,18298903,10,2239100,1,2244200,100,2238600,100
34251.91823,1,18333357,10,2239200,1,2244200,100,2239200,10
34251.92188,3,18333357,10,2239200,1,2244200,100,2238600,100
34251.922,1,18333652,10,2239000,1,2244200,100,2239000,10
34251.92433,3,18333652,10,2239000,1,2244200,100,2238600,100
34251.92443,1,18333775,10,2239100,1,2244200,100,2239100,10
34252.02874,3,18333775,10,2239100,1,2244200,100,2238600,100
34252.02887,1,18340262,10,2239200,1,2244200,100,2239200,10
34252.03288,3,18340262,10,2239200,1,2244200,100,2238600,100
34252.03304,1,18341360,10,2239000,1,2244200,100,2239000,10
34252.03614,3,18341360,10,2239000,1,2244200,100,2238600,100
34252.03627,1,18342535,10,2239100,1,2244200,100,2239100,10
34252.04736,3,18342535,10,2239100,1,2244200,100,2238600,100
34252.04752,1,18344659,10,2239200,1,2244200,100,2239200,10
34252.05114,3,18344659,10,2239200,1,2244200,100,2238600,100
34252.05127,1,18344995,10,2239000,1,2244200,100,2239000,10
34252.05318,3,18344995,10,2239000,1,2244200,100,2238600,100
34252.0533,1,18345223,10,2239100,1,2244200,100,2239100,10
34252.17082,1,18352030,1,2244100,-1,2244100,1,2239100,10
34253.42734,3,18345223,10,2239100,1,2244100,1,2238600,100
34256.19816,1,18430161,200,2243500,-1,2243500,200,2238600,100
34256.20089,1,18430228,100,2243500,-1,2243500,300,2238600,100
34259.72652,5,0,12,2242500,-1,2243500,300,2238600,100
34259.72652,5,0,11,2243300,-1,2243500,300,2238600,100
34260.05997,3,18430161,200,2243500,-1,2243500,100,2238600,100
34262.07596,1,18622989,100,2243000,-1,2243000,100,2238600,100
34262.07874,1,18623148,100,2243000,-1,2243000,200,2238600,100
34265.64211,3,18623148,100,2243000,-1,2243000,100,2238600,100
34269.58368,1,18813442,183,2241900,-1,2241900,183,2238600,100
34269.58774,1,18813484,100,2241900,-1,2241900,283,2238600,100
34269.86396,1,18819065,8,2241300,-1,2241300,8,2238600,100
34271.76867,1,18877451,1,2238700,1,2241300,8,2238700,1
34273.48143,5,0,100,2239500,1,2241300,8,2238700,1
34273.58056,4,18877451,1,2238700,1,2241300,8,2238600,100
34273.58056,4,18073344,99,2238600,1,2241300,8,2238600,1
34273.77796,1,18930320,100,2239800,1,2241300,8,2239800,100
34273.77807,4,18930320,65,2239800,1,2241300,8,2239800,35
34273.77807,4,18930320,35,2239800,1,2241300,8,2238600,1
34275.37346,1,18966278,100,2240200,1,2241300,8,2240200,100
34275.37385,4,18966278,100,2240200,1,2241300,8,2238600,1
34275.40993,1,18966862,1,2241300,-1,2241300,9,2238600,1
34276.75711,1,18992920,1,2240200,-1,2240200,1,2238600,1
34280.5727,4,18992920,1,2240200,-1,2241200,1,2238600,1
34283.72056,5,0,1,2238800,1,2241200,1,2238600,1
34283.72311,5,0,1,2238800,1,2241200,1,2238600,1
34285.52317,3,18993622,1,2241200,-1,2241300,8,2238600,1
34285.59964,4,18073344,1,2238600,1,2241300,8,2238400,22
34287.83031,3,18819065,8,2241300,-1,2241900,300,2238400,22
34288.73353,1,19300526,100,2238400,1,2241900,300,2238400,122
34289.50116,1,19314473,100,2240500,-1,2240500,100,2238400,122
34289.50444,1,19314520,100,2240500,-1,2240500,200,2238400,122
34293.41387,5,0,24,2240100,-1,2240500,200,2238400,122
34297.20837,5,0,3,2240000,-1,2240500,200,2238400,122
34297.20837,5,0,1,2240300,-1,2240500,200,2238400,122
34297.20837,4,19314473,100,2240500,-1,2240500,100,2238400,122
34297.20837,4,19314520,96,2240500,-1,2240500,4,2238400,122
34297.20845,4,19314520,4,2240500,-1,2241000,1,2238400,122
34297.31833,3,19455584,1,2241000,-1,2241900,300,2238400,122
34303.33144,5,0,68,2238800,1,2241900,300,2238400,122
34303.33144,5,0,32,2238700,1,2241900,300,2238400,122
34303.35253,5,0,68,2238700,1,2241900,300,2238400,122
34303.35253,5,0,32,2238500,1,2241900,300,2238400,122
34303.44961,1,19620235,1,2240000,-1,2240000,1,2238400,122
34303.67652,5,0,67,2238500,1,2240000,1,2238400,122
34303.67652,4,18433707,22,2238400,1,2240000,1,2238400,100
34303.67652,4,19300526,33,2238400,1,2240000,1,2238400,67
34303.67663,4,19300526,67,2238400,1,2240000,1,2236500,2
34303.77466,1,19626727,100,2238200,1,2240000,1,2238200,100
34303.77477,3,19626727,100,2238200,1,2240000,1,2236500,2
34303.77477,1,19626737,100,2238100,1,2240000,1,2238100,100
34303.88631,1,19628332,10,2240000,-1,2240000,11,2238100,100
